smiles,FishAT,group,catergory
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,1,train,aryl chlorine substituent
CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,1,test,aryl chlorine substituent
O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,1,train,aryl chlorine substituent
Clc1cccc(Cl)c1C(Cl)Cl,1,train,aryl chlorine substituent
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,valid,aryl chlorine substituent
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,1,train,aryl chlorine substituent
Clc1cccc(Cl)c1Cl,1,train,aryl chlorine substituent
Oc1c(Cl)cccc1Cl,1,train,aryl chlorine substituent
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,1,train,aryl chlorine substituent
Cc1cc(O)cc(C)c1Cl,1,train,aryl chlorine substituent
Oc1c(Cl)cc(Cl)cc1Cl,1,train,aryl chlorine substituent
O=[N+]([O-])c1ccccc1Cl,1,train,aryl chlorine substituent
Cc1ccc(Cl)cc1[N+](=O)[O-],1,train,aryl chlorine substituent
O=[N+]([O-])c1cc(Cl)ccc1Cl,1,train,aryl chlorine substituent
Cc1cc(O)c(C(C)C)cc1Cl,1,train,aryl chlorine substituent
O=Cc1ccccc1Cl,1,train,aryl chlorine substituent
Clc1cccc2ccccc12,1,train,aryl chlorine substituent
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,1,train,aryl chlorine substituent
Oc1ccc(-c2ccccc2)c(Cl)c1,1,train,aryl chlorine substituent
Cc1cc(Cl)ccc1OC(C)C(=O)O,1,train,aryl chlorine substituent
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,1,train,aryl chlorine substituent
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
Cc1cc(Cl)ccc1OCC(=O)O,1,train,aryl chlorine substituent
O=C(O)COc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
CCCCOC(=O)COc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
Cc1cc(Cl)ccc1OCCCC(=O)O,1,train,aryl chlorine substituent
O=C(O)CCCOc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
Cc1ccccc1Cl,1,train,aryl chlorine substituent
Clc1ccccc1Cl,1,train,aryl chlorine substituent
Nc1ccccc1Cl,1,train,aryl chlorine substituent
Oc1ccccc1Cl,1,train,aryl chlorine substituent
Cc1ccc(Cl)c(Cl)c1,1,train,aryl chlorine substituent
Nc1ccc(Cl)c(Cl)c1,1,train,aryl chlorine substituent
Oc1ccc(Cl)c(Cl)c1,1,train,aryl chlorine substituent
Cc1ccc(Cl)c(N)c1,1,train,aryl chlorine substituent
Nc1cc(Cl)ccc1Cl,1,train,aryl chlorine substituent
Oc1ccc(Cl)c(O)c1,0,train,aryl chlorine substituent
Clc1cc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
Oc1cc(Cl)c(Cl)cc1Cl,1,valid,aryl chlorine substituent
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,1,train,aryl chlorine substituent
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,1,train,aryl chlorine substituent
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,1,train,aryl chlorine substituent
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,1,valid,aryl chlorine substituent
O=[N+]([O-])c1ccc(Cl)cc1,1,train,aryl chlorine substituent
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,1,train,aryl chlorine substituent
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1,train,aryl chlorine substituent
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,1,train,aryl chlorine substituent
CC(C)OC(=O)Nc1cccc(Cl)c1,1,train,aryl chlorine substituent
O=C(Nc1cccc(Cl)c1)OCC#CCCl,1,train,aryl chlorine substituent
O=Cc1ccc(Cl)cc1,1,valid,aryl chlorine substituent
Cc1ccc(Cl)cc1,1,train,aryl chlorine substituent
Clc1ccc(Cl)cc1,1,train,aryl chlorine substituent
Nc1ccc(Cl)cc1,1,valid,aryl chlorine substituent
Oc1ccc(Cl)cc1,1,train,aryl chlorine substituent
Nc1cccc(Cl)c1,1,train,aryl chlorine substituent
Oc1cccc(Cl)c1,1,train,aryl chlorine substituent
Clc1cc(Cl)cc(Cl)c1,1,train,aryl chlorine substituent
Clc1ccccc1,1,train,aryl chlorine substituent
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,1,train,aryl chlorine substituent
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,1,test,aryl chlorine substituent
Cc1c(Cl)cccc1Cl,1,train,aryl chlorine substituent
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
Oc1ccc(Cl)cc1Cc1ccccc1,1,valid,aryl chlorine substituent
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,1,train,aryl chlorine substituent
Clc1ccc(Cl)c(Cl)c1,1,train,aryl chlorine substituent
Oc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
O=[N+]([O-])c1cccc(Cl)c1,1,train,aryl chlorine substituent
Nc1ccc([N+](=O)[O-])cc1Cl,1,train,aryl chlorine substituent
CCNc1nc(Cl)nc(NCC)n1,1,train,aryl chlorine substituent
Oc1cc(O)c(Cl)cc1Cl,1,valid,aryl chlorine substituent
NC(=O)Nc1ccc(Cl)cc1,1,test,aryl chlorine substituent
CN(C)C(=O)Nc1ccc(Cl)cc1,1,train,aryl chlorine substituent
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,1,train,aryl chlorine substituent
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,1,test,aryl chlorine substituent
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,train,aryl chlorine substituent
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,train,aryl chlorine substituent
O=[N+]([O-])c1ccc(F)c(Cl)c1,1,train,aryl chlorine substituent
O=Cc1c(F)cccc1Cl,1,train,aryl chlorine substituent
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,1,train,aryl chlorine substituent
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
Clc1cccc(Cl)c1,1,test,aryl chlorine substituent
Nc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
Oc1cccc(Cl)c1Cl,1,train,aryl chlorine substituent
Oc1cc(Cl)ccc1Cl,1,test,aryl chlorine substituent
Oc1cc(Cl)cc(Cl)c1,1,valid,aryl chlorine substituent
O=[N+]([O-])c1cccc(Cl)c1O,1,train,aryl chlorine substituent
Nc1c(Cl)cccc1Cl,1,test,aryl chlorine substituent
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,1,valid,aryl chlorine substituent
Oc1cc(Cl)c(Cl)c(Cl)c1,1,train,aryl chlorine substituent
O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,1,test,aryl chlorine substituent
ClCc1ccccc1Cl,1,test,aryl chlorine substituent
Cc1ccc(N)c(Cl)c1,1,test,aryl chlorine substituent
Clc1ccc(Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
Nc1ccc(Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
Clc1cc(Cl)c(Cl)c(Cl)c1,1,train,aryl chlorine substituent
Nc1c(Cl)cc(Cl)cc1Cl,1,test,aryl chlorine substituent
O=Cc1cc(Cl)ccc1O,1,valid,aryl chlorine substituent
Nc1cc(Cl)c(Cl)cc1Cl,1,test,aryl chlorine substituent
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1,train,aryl chlorine substituent
CCC(=O)Nc1ccc(Cl)c(Cl)c1,1,train,aryl chlorine substituent
Clc1ccccc1NNc1ccccc1Cl,1,test,aryl chlorine substituent
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,1,train,aryl chlorine substituent
O=Cc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
Oc1c(Cl)ccc(Cl)c1Cl,1,train,aryl chlorine substituent
Oc1cc(Cl)cc(Cl)c1Cl,1,train,aryl chlorine substituent
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,1,train,aryl chlorine substituent
O=C(CCl)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
COP(=S)(OC)SCSc1ccc(Cl)cc1,1,train,aryl chlorine substituent
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
COC(=O)c1ccc(Cl)cc1,1,valid,aryl chlorine substituent
O=c1ssc(Cl)c1Cl,1,train,aryl chlorine substituent
N#Cc1c(Cl)cccc1Cl,1,valid,aryl chlorine substituent
Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,1,test,aryl chlorine substituent
CCCCOCC(C)OC(=O)COc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
Cc1cc(Cl)ccc1O,1,train,aryl chlorine substituent
Cc1cc(Cl)cc(Cl)c1O,1,train,aryl chlorine substituent
Cc1c(O)ccc(Cl)c1C,1,train,aryl chlorine substituent
O=C(O)c1nc(Cl)ccc1Cl,1,test,aryl chlorine substituent
CON(C)C(=O)Nc1ccc(Cl)cc1,1,train,aryl chlorine substituent
CCOP(=S)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,1,train,aryl chlorine substituent
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,1,valid,aryl chlorine substituent
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1,train,aryl chlorine substituent
N#Cc1cc(Cl)c(O)c(Cl)c1,1,train,aryl chlorine substituent
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1,test,aryl chlorine substituent
CCNc1nc(Cl)nc(NC(C)C)n1,1,train,aryl chlorine substituent
COc1c(Cl)ccc(Cl)c1C(=O)O,1,train,aryl chlorine substituent
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,1,train,aryl chlorine substituent
COC(=O)Nc1ccc(Cl)c(Cl)c1,1,test,aryl chlorine substituent
CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
Clc1cccc(C(Cl)(Cl)Cl)n1,1,train,aryl chlorine substituent
N#Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N,1,train,aryl chlorine substituent
NC(=O)COc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,1,valid,aryl chlorine substituent
NC(=O)c1c(Cl)cccc1Cl,1,train,aryl chlorine substituent
Oc1ccc(Cl)cc1O,1,train,aryl chlorine substituent
Clc1nc(Cl)c(Cl)c(Cl)c1Cl,1,test,aryl chlorine substituent
CC(=O)c1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
O=c1nc(O)n(Cl)c(=O)n1Cl,1,train,aryl chlorine substituent
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,1,train,aryl chlorine substituent
NC(=O)c1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
COc1cc(Cl)c(Cl)cc1O,1,train,aryl chlorine substituent
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,1,train,aryl chlorine substituent
COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,1,train,aryl chlorine substituent
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
COc1c(O)c(OC)c(Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
COc1cc(Cl)c(OC)cc1Cl,1,train,aryl chlorine substituent
N#CC(C#N)=Cc1ccccc1Cl,1,test,aryl chlorine substituent
O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,1,train,aryl chlorine substituent
Nc1ccccc1C(=O)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
COC(=O)c1cc(Cl)ccc1Cl,1,train,aryl chlorine substituent
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
O=S(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
O=[N+]([O-])c1cccc(Cl)c1Cl,1,train,aryl chlorine substituent
Cc1c(O)cccc1Cl,1,train,aryl chlorine substituent
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
Oc1cc(Cl)c(Cl)cc1O,1,train,aryl chlorine substituent
CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1,1,test,aryl chlorine substituent
Nc1c(Cl)c(Cl)cc(Cl)c1Cl,1,valid,aryl chlorine substituent
CS(=O)(=O)Oc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)cc1Cl,1,train,aryl chlorine substituent
Clc1cc(Cl)nc(-c2ccccc2)n1,1,train,aryl chlorine substituent
CC(=N)NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,1,train,aryl chlorine substituent
Oc1ccc(Cl)cn1,1,train,aryl chlorine substituent
O=C(O)c1cccc(Cl)n1,1,train,aryl chlorine substituent
CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,1,train,aryl chlorine substituent
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
Sc1nc2cc(Cl)ccc2s1,1,train,aryl chlorine substituent
CC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,1,valid,aryl chlorine substituent
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,1,test,aryl chlorine substituent
Cc1cc(Cl)nc(N)n1,1,train,aryl chlorine substituent
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,1,train,aryl chlorine substituent
CCNc1nc(Cl)nc(NC(C)(C)C)n1,1,valid,aryl chlorine substituent
N#Cc1cc(Cl)ccc1N,1,train,aryl chlorine substituent
Cc1cc(Cl)ccc1N=CN(C)C,1,train,aryl chlorine substituent
O=[N+]([O-])c1c(Cl)cc(Cl)c([N+](=O)[O-])c1Cl,1,train,aryl chlorine substituent
O=Cc1cc([N+](=O)[O-])ccc1Cl,1,train,aryl chlorine substituent
O=C(Nc1cccc(Cl)c1)c1cccc([N+](=O)[O-])c1O,1,train,aryl chlorine substituent
Oc1nc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
Cc1cccc(Cl)c1C#N,1,train,aryl chlorine substituent
Oc1cccnc1Cl,1,train,aryl chlorine substituent
Clc1ccc(Oc2ccccc2)cc1,1,train,aryl chlorine substituent
Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,1,train,aryl chlorine substituent
Cc1ccc(N)cc1Cl,1,train,aryl chlorine substituent
CCC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],1,train,aryl chlorine substituent
Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,1,test,aryl chlorine substituent
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,1,train,aryl chlorine substituent
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,1,train,aryl chlorine substituent
CS(=O)(=O)c1c(Cl)c(Cl)nc(Cl)c1Cl,1,train,aryl chlorine substituent
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,1,test,aryl chlorine substituent
CC(=O)c1ccc(Cl)c(Cl)c1Cl,1,valid,aryl chlorine substituent
Oc1cc(Cl)cc(Cl)c1O,1,train,aryl chlorine substituent
C=CCc1cc(Cl)ccc1O,1,train,aryl chlorine substituent
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1,1,train,aryl chlorine substituent
O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,1,train,aryl chlorine substituent
C[n+]1ccccc1Cl,1,train,aryl chlorine substituent
COC(=O)C(Cl)Cc1ccc(Cl)cc1,1,train,aryl chlorine substituent
Cc1ccc(NC(=O)N(C)C)cc1Cl,1,test,aryl chlorine substituent
Oc1ccc(Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
Oc1cccc(Cl)n1,1,valid,aryl chlorine substituent
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,1,train,aryl chlorine substituent
Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,1,test,aryl chlorine substituent
Cc1cccc(Cl)n1,1,train,aryl chlorine substituent
CCCCOCCOC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
CCCCOCCOC(=O)COc1ccc(Cl)cc1C,1,train,aryl chlorine substituent
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1,train,aryl chlorine substituent
COc1ccc(NC(=O)N(C)C)cc1Cl,1,train,aryl chlorine substituent
Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,1,train,aryl chlorine substituent
CC(=O)C=Cc1cccc(Cl)c1,1,train,aryl chlorine substituent
O=CNC(Nc1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,1,train,aryl chlorine substituent
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,1,train,aryl chlorine substituent
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,1,valid,aryl chlorine substituent
CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,1,train,aryl chlorine substituent
CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,1,train,aryl chlorine substituent
CC(C)Nc1nc(Cl)nc(NC2CC2)n1,1,train,aryl chlorine substituent
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,1,valid,aryl chlorine substituent
N=C(NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1,1,train,aryl chlorine substituent
Cn1sc(Cl)cc1=O,1,train,aryl chlorine substituent
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,1,train,aryl chlorine substituent
CCN(CC)C(=O)SCc1ccc(Cl)cc1,1,train,aryl chlorine substituent
N#Cc1c(O)c(Cl)c(Cl)c(C#N)c1Cl,1,train,aryl chlorine substituent
COc1nc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
Cc1cc(Cl)cc(O)c1O,1,train,aryl chlorine substituent
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,1,train,aryl chlorine substituent
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,1,train,aryl chlorine substituent
Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,1,train,aryl chlorine substituent
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,1,test,aryl chlorine substituent
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1,train,aryl chlorine substituent
Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,1,valid,aryl chlorine substituent
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,1,train,aryl chlorine substituent
O=[N+]([O-])c1ccccc1Oc1ccc(Cl)cc1,1,test,aryl chlorine substituent
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,1,train,aryl chlorine substituent
COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],1,valid,aryl chlorine substituent
COP(=S)(OC)Oc1nc(Cl)n(C(C)C)n1,1,train,aryl chlorine substituent
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],1,train,aryl chlorine substituent
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1,valid,aryl chlorine substituent
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,1,train,aryl chlorine substituent
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
Clc1ccc(Oc2ccccc2)c(Cl)c1,1,train,aryl chlorine substituent
Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,1,test,aryl chlorine substituent
CCCCOCCOC(=O)C(C)Oc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
O=C(O)COc1nc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
COc1c(O)cc(Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
Clc1cc(Cl)cc(C2(CC(Cl)(Cl)Cl)CO2)c1,1,valid,aryl chlorine substituent
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,1,train,aryl chlorine substituent
COc1c(O)c(Cl)cc(Cl)c1Cl,1,train,aryl chlorine substituent
CNC(=O)OCc1ccc(Cl)c(Cl)c1,1,train,aryl chlorine substituent
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],1,train,aryl chlorine substituent
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1,test,aryl chlorine substituent
CCCCCCCCn1sc(Cl)c(Cl)c1=O,1,train,aryl chlorine substituent
CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,1,train,aryl chlorine substituent
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,1,test,aryl chlorine substituent
O=C(Nc1ccccc1)Nc1ccnc(Cl)c1,1,train,aryl chlorine substituent
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,1,train,aryl chlorine substituent
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,train,aryl chlorine substituent
Cc1c(Cl)cccc1NC=O,1,train,aryl chlorine substituent
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,1,train,aryl chlorine substituent
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,1,train,aryl chlorine substituent
CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,1,train,aryl chlorine substituent
O=Cc1cccc(Oc2ccc(Cl)c(Cl)c2)c1,1,train,aryl chlorine substituent
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,1,train,aryl chlorine substituent
CC1(C)CON(Cc2ccccc2Cl)C1=O,1,train,aryl chlorine substituent
Cc1cc(=O)c(C(=O)O)nn1-c1ccc(Cl)cc1,1,train,aryl chlorine substituent
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,1,train,aryl chlorine substituent
CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)O,1,valid,aryl chlorine substituent
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,1,train,aryl chlorine substituent
C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,1,test,aryl chlorine substituent
COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,1,train,aryl chlorine substituent
COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,1,train,aryl chlorine substituent
CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,1,train,aryl chlorine substituent
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1SC(F)(F)F,1,train,aryl chlorine substituent
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)(=O)C(F)(F)F,1,train,aryl chlorine substituent
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,1,train,aryl chlorine substituent
Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,1,train,aryl chlorine substituent
CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,1,train,aryl chlorine substituent
N#Cc1c(-c2ccc(Cl)cc2)[nH]c(C(F)(F)F)c1Br,1,test,aryl chlorine substituent
Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,1,train,aryl chlorine substituent
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,1,train,aryl chlorine substituent
CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,1,test,aryl chlorine substituent
CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,1,valid,aryl chlorine substituent
CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,1,test,aryl chlorine substituent
C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,1,train,aryl chlorine substituent
CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C(=O)OCC)C1,1,train,aryl chlorine substituent
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,1,train,aryl chlorine substituent
COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,1,train,aryl chlorine substituent
FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1,1,train,aryl chlorine substituent
O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,1,valid,aryl chlorine substituent
CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,1,train,aryl chlorine substituent
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1C(F)(F)F,1,valid,aryl chlorine substituent
O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,1,valid,aryl chlorine substituent
C#CCOc1ccc(CCNC(=O)C(OCC#C)c2ccc(Cl)cc2)cc1OC,1,train,aryl chlorine substituent
