smiles,FishAT,group
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)(=O)C(F)(F)F,1,train
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,1,train
Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,1,train
CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,1,train
N#Cc1c(-c2ccc(Cl)cc2)[nH]c(C(F)(F)F)c1Br,1,test
Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,1,train
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,1,train
CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,1,test
CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,1,valid
CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,1,test
C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,1,train
CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C(=O)OCC)C1,1,train
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,1,train
COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,1,train
FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1,1,train
O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,1,valid
CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,1,train
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1C(F)(F)F,1,valid
O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,1,valid
C#CCOc1ccc(CCNC(=O)C(OCC#C)c2ccc(Cl)cc2)cc1OC,1,train
COC(=O)c1nc(C2CC2)nc(N)c1Cl,1,valid
Cc1ccc2c(c1)C(Nc1nc(N)nc(C(C)F)n1)C(C)C2,1,train
CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,1,train
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,1,train
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,1,train
O=c1c2ccccc2c(=O)c2c1cc(Cl)c1[nH]c3c([nH]c12)c(Cl)cc1c(=O)c2ccccc2c(=O)c13,1,train
CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl,1,train
Clc1ccc(OCOc2ccc(Cl)cc2)cc1,1,train
Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,0,train
Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,0,valid
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,1,train
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,1,train
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,1,train
CCCCOCCCOC(=O)COc1ccc(Cl)cc1Cl,1,test
CCCCOCCOCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,1,train
Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)c(N=Nc6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1,1,train
Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,1,train
Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,0,train
CCCOCC(C)OC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,1,train
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(N)c6c5O)cc4)cc3)c(O)c12,0,test
Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O,0,train
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1S(=O)(=O)O,1,train
CCCCCCCCCCCC(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,test
COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,1,train
CCCCOCCCOC(=O)CCOc1cc(Cl)c(Cl)cc1Cl,1,test
CC1=NN(c2cc(Cl)c(S(=O)(=O)O)cc2Cl)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1,0,train
Nc1c(S(=O)(=O)O)cc(Nc2ccccc2)c2c1C(=O)c1ccccc1C2=O,1,train
Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc4cc(S(=O)(=O)O)c(N=Nc5ccc(N=Nc6ccc(N)c7cc(S(=O)(=O)O)ccc67)cc5)c(O)c4c3)c(O)c2c1,0,train
Cc1cc(N=Nc2ccc(C)c(N=Nc3cc(C)c(N)cc3N)c2)c(N)cc1N,1,train
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1Cl,0,train
CCCCOC(C)COC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,1,train
Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,0,train
CC(C)CCCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,1,train
CC(C)CCCCCOC(=O)COc1ccc(Cl)cc1Cl,1,train
O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,1,train
CC(C)CCCCCOC(=O)C(C)Oc1ccc(Cl)cc1Cl,1,train
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],1,train
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1C,1,train
CC(C)CCCCCOC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,1,train
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,1,train
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1,test
CC(C)c1c(Cl)cc2c(c1Cl)CCC1C(C)(C(=O)O)CCCC21C,1,train
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccc(Cl)cc1Cl,1,valid
CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,1,train
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],1,train
CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,1,train
Cc1ccc(C(=O)COc2c(C(=O)c3ccc(Cl)c(C)c3Cl)c(C)nn2C)cc1,1,train
O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,1,train
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0,train
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,1,train
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,1,train
OC(=NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F,1,train
S=c1[nH]c2cc(Cl)ccc2s1,1,train
Cc1c(Cl)cc(C(C)(C)C)c(O)c1C(=O)Nc1ccc([N+](=O)[O-])cc1Cl,1,train
Cc1cc(C)c(N)c(C)c1,1,train
O=[N+]([O-])c1cc(Cl)ccc1O,1,train
Nc1ccccc1O,1,train
Cc1cc(N)ccc1N,1,train
COc1ccc(N)cc1[N+](=O)[O-],1,train
Nc1ccccc1F,1,train
Nc1cccc(F)c1,1,train
Nc1cccnc1,1,train
Nc1ccccn1,1,test
Nc1cc(Cl)cc(Cl)c1,1,train
N#Cc1ccccc1Cl,1,train
COc1ccc(OC)c(Cl)c1,1,test
Nc1cccc2c(N)cccc12,1,valid
Nc1cc(Cl)c(N)cc1Cl,1,train
CCOc1cc(N2CCOCC2)c(OCC)cc1N,1,train
Nc1ccc(Cl)cc1[N+](=O)[O-],1,test
NNc1c(Cl)cc(Cl)cc1Cl,1,train
Cc1cc(Cl)ccc1Cl,1,train
O=C(CO)Oc1ccc(Cl)cc1Cl,1,train
Nc1ccc2c(c1)C(=O)C(=NNc1ccc3c(c1)C(=O)C(=NNc1ccc(N=Nc4ccc(N)c5ccc(S(=O)(=O)O)cc45)cc1)C(S(=O)(=O)O)=C3)C(S(=O)(=O)O)=C2,0,valid
Nc1cc(N2CCCCC2)nc(N)[n+]1OS(=O)(=O)O,1,train
O=C(O)c1cc(Cl)cc(Cl)c1Cl,1,train
Cc1nn(C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl,1,train
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,1,train
CCCCCCCCCC(=O)N(C)CCCNc1ccnc2cc(Cl)ccc12,1,train
Cc1cc(O)ccc1N,1,train
COP(=S)(OC)Oc1ccc(N)c(C)c1,1,train
NNC(=O)N1C(=O)c2cc(S(=O)(=O)O)cc3c(N)c(S(=O)(=O)O)cc(c23)C1=O,1,train
Cc1cc(-c2ccc(NN=C3C=Cc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4C3=O)c(C)c2)ccc1NN=C1C=Cc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2C1=O,0,train
ClC=C(c1ccc(Cl)cc1)c1ccccc1Cl,1,train
Nc1cc(S(=O)(=O)O)cc2c1C(=O)C(=NNc1ccc(-c3ccc(NN=C4C(=O)c5c(N)cc(S(=O)(=O)O)cc5C=C4S(=O)(=O)O)cc3)cc1)C(S(=O)(=O)O)=C2,0,test
Cc1ccccc1N=Nc1c(N)ccc2ccccc12,1,train
O=C(Nc1ccc(Cl)c(Cl)c1)Nn1cnnc1,1,train
CCOP(=S)(OCC)Oc1cc(Cl)c(I)cc1Cl,0,train
CCCC(C)CCCOC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,1,train
CCCC(CC)CCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,1,train
Nc1nc(C2CC2)nc(C(=O)O)c1Cl,0,valid
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1,train
CCNc1nc(Cl)nc(N(CC)CC)n1,1,train
CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,1,train
CC(C(=O)O)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,1,train
Nc1ccc([As](=O)(O)O)cc1,0,test
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,1,test
CN(CCC(N)CC(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N,1,train
Cc1cc(Cl)ccc1OC(C)C(=O)ON(C)C,0,train
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,1,valid
Oc1ccc(-c2ccccc2)cc1Cl,1,train
[O-][n+]1ccc(Cl)cc1,1,train
COC1CC(OC)NC(NC(=O)NS(=O)(=O)c2c(Cl)nc3ccccn23)N1,1,train
OCc1cccc(Cl)c1,1,train
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cc(C(F)(F)F)ccc2Cl)c(C(F)(F)F)c1,1,train
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,1,train
Nc1ccc(N=Nc2ccccc2)c(N)c1,1,train
NC(=S)c1c(Cl)cccc1Cl,1,train
Nc1ncn[nH]1,1,train
Nc1nc(N)nc(NC2CC2)n1,1,train
Nc1ncnc2c1ncn2C1OC(COC2C(CO)OC(OC(C(=O)O)C(O)C(OP(=O)(O)O)C(O)C(=O)O)C(O)C2O)C(O)C1O,1,train
O=C(NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F,1,train
Nc1cc(Cl)nc(C(=O)O)c1Cl,1,train
Cc1cccc(C)c1N,0,train
CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1)n1cncn1,1,train
COc1cc(-c2ccc(NN=C3C=Cc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4C3=O)c(OC)c2)ccc1NN=C1C=Cc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2C1=O,0,train
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,1,train
OCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,valid
CCOC(=O)COc1ccc(Cl)cc1Cl,1,train
Nc1cc(Cl)cc(C(=O)O)c1Cl,1,test
CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,1,train
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1,train
CC(C)N(C)S(=O)(=O)NC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,1,test
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+](O)C(F)(F)F,1,train
NC1=CC=C(c2ccc(N)cc2)CC1(Cl)Cl,1,train
O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,1,train
CCN(CC)c1ccc(N)c(C)c1,1,train
Cc1ccc(C(C)C)c(O)c1Cl,1,train
O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,1,test
CCCCOC(C)COC(=O)COc1ccc(Cl)cc1Cl,1,train
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1,train
Oc1cc(Cl)c(Br)cc1Cl,1,valid
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,1,train
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,1,train
Nc1cccc2ccccc12,1,train
Clc1ccncc1,1,train
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)c(Cl)c1F,1,train
CC(C)(c1ccc(O)cc1)c1c(Cl)cc(OCl)c(Cl)c1Cl,1,train
CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1,train
COc1ccc(N)cc1,1,valid
Cc1cc(-c2ccc(NN=C3C(=O)c4c(N)cc(S(=O)(=O)O)cc4C=C3S(=O)(=O)O)c(C)c2)ccc1NN=C1C(=O)c2c(N)cc(S(=O)(=O)O)cc2C=C1S(=O)(=O)O,0,train
CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2,1,train
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,1,train
CCCCC(CC)COC(=O)C(C)Oc1ccc(Cl)cc1Cl,1,train
CNC(=N[N+](=O)[O-])NCc1cnc(Cl)s1,1,train
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,1,train
CCCCCCC(C)OC(=O)C(C)Oc1ccc(Cl)cc1Cl,1,valid
Clc1cccc(-c2cccc(Cl)c2)c1,1,train
Clc1cc2c(cc1Cl)Oc1c(ccc(Cl)c1Cl)O2,1,train
NC(=NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1,1,train
CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,0,train
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,1,train
Nc1ccc(C(=O)O)c(O)c1,1,train
CCN(CCNS(C)(=O)=O)c1ccc(N)c(C)c1,1,train
CN(C)CCCNc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CC(C)(C)CC4)CC3)cc2Oc2cccc3[nH]cc(CN4CCN(C)CC4)c23)cc1[N+](=O)[O-],1,test
COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)O)n1,0,test
Nc1ccc2ccccc2c1N=Nc1ccccc1,1,valid
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,1,train
Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,1,train
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,1,train
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,train
CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N,1,train
CC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl,1,valid
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0,train
CNC(=O)Oc1ccccc1Cl,1,train
CCc1c(C(=O)O)c(=O)cnn1-c1ccc(Cl)cc1,0,test
Cc1ccc(N)c(C)c1,0,test
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,1,train
Nc1ccc(N(CCO)CCO)cc1,1,train
Oc1ccc(O)c(Cl)c1,1,train
O=S(=O)(O)c1ccc(Cl)cc1,0,test
COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,1,train
CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3C(=O)OC)nn12,1,train
CC(Oc1cccc(Cl)c1)C(=O)O,1,train
O=C(O)COc1ccc(Cl)cc1,0,valid
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1,train
CCn1c(C)cc(=O)c(C(=O)O)c1-c1ccc(Cl)cc1,0,train
NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,1,train
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1,1,train
CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,1,train
CN(C)c1nc(N)c(C(=O)NC(=N)N)nc1Cl,1,train
N#Cc1ccc(Cl)c(Cl)c1,1,train
Cc1ccc(Cl)cc1C,1,train
OCC1OC(c2ccc(Cl)c(Cc3ccc(OC4CC5CC5C4)cc3)c2)C(O)C(O)C1O,1,train
Nc1cccc(N)c1,1,train
Nc1ccccc1S(=O)(=O)O,0,test
NC1=CC=C(c2ccc(N)cc2)C(S(=O)(=O)O)(S(=O)(=O)O)C1,1,train
Cc1c(Cl)cc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1S(=O)(=O)O,0,train
Cc1ccc(C)c(N)c1,0,train
Cc1cccc(N)c1,1,train
Cc1ccc([N+](=O)[O-])cc1Cl,1,train
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,1,train
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCC1CCCO1,1,train
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,1,train
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,1,train
[O-][n+]1nc(-n2ccnc2)nc2ccc(Cl)cc21,1,train
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,1,test
CCOC(=O)C(CC)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],1,train
O=C(O)COc1ccc(Cl)cc1CO,1,train
CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,1,train
CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl,1,train
O=C(OCc1ccccc1)c1sc(Cl)nc1C(F)(F)F,1,train
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,1,valid
O=C(O)Cn1c(=O)sc2cccc(Cl)c21,1,test
CC(Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)O,1,train
Cn1nc(-c2cc(OCC(=O)O)c(Cl)cc2F)c(Cl)c1OC(F)F,1,train
CC(=O)CC(c1ccc(Cl)cc1)c1c(O)oc2ccccc2c1=O,0,train
CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,0,train
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,1,train
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,1,train
CCC(Nc1ncnc(C)c1Cl)c1ccc(OC(F)F)cc1,1,train
CC(C)OC(=O)c1cc(-c2nn(C)c(C(F)(F)F)c2Br)c(F)cc1Cl,1,train
CCCCCCCCc1c(CC)nc2ncnn2c1N,1,train
O=C(O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1,1,train
CCOC(=O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1,1,train
Cn1cc(C(=O)Nc2ccc(F)cc2-c2ccc(Cl)c(Cl)c2)c(C(F)F)n1,1,train
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,1,train
Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,1,valid
C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1,train
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,1,train
CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,1,train
CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,1,train
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1,train
FC(F)(F)c1cccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)n1,1,train
Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,1,train
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,1,train
CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,1,train
CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,1,train
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(Cl)c1,1,train
CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1,1,train
COc1ccc(Cl)cc1Cl,1,train
COc1cc(C)c(C(=O)c2c(OC)ncc(Cl)c2C)c(OC)c1OC,1,train
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,1,train
CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,1,valid
O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,1,train
COC(=O)c1nc(-c2ccc(Cl)c(OC)c2F)cc(N)c1Cl,1,train
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,1,test
CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,1,train
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,1,train
Nc1ccc(C(F)(F)F)cc1Cl,1,train
CCN(C(=O)n1nnn(-c2ccccc2Cl)c1=O)C1CCCCC1,1,test
C=CCSC(=O)n1c(N)c(-c2ccccc2C)c(=O)n1C(C)C,1,train
CCCC(=O)N(CSP(=S)(OC)OC)c1ccccc1Cl,1,train
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,1,train
CCN(Cc1ccc(Cl)nc1)C(=C[N+](=O)[O-])NC,1,train
CNC(=O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,1,train
CCCC(NOCC(C)Oc1ccc(Cl)cc1)=C1C(=O)CC(C2CCCSC2)CC1=O,1,train
O=c1cc(Cl)[nH]nc1-c1ccccc1,1,train
O=C(Cn1ccnc1)c1ccc(Cl)cc1Cl,1,train
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,1,train
COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)ccc(C)c3Cl)nc2n1,1,train
Nc1cccc(NC(=O)C2CCCCC2)c1,1,valid
Nc1c(Cl)c(O)nc(F)c1Cl,1,valid
Nc1cnn(-c2ccccc2)c(=O)c1Cl,1,train
O=C(NCc1ccc(C(F)(F)F)cc1)c1c(Cl)cccc1Cl,1,train
COc1cc(Cl)nnc1-c1ccccc1,1,train
Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,1,train
COc1cc(OC)nc(N)n1,1,train
O=C(O)c1c(Cl)c(Cl)c(C(=O)O)c(Cl)c1Cl,1,train
O=C(O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1,valid
O=C(O)c1c(Cl)ccc(Cl)c1O,1,train
CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,1,train
O=C(O)c1ncc(C(F)(F)F)cc1Cl,1,train
Cc1cc(C)nc(N)n1,1,train
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)O,1,train
Cn1ncc(N)c(Cl)c1=O,1,train
COC(=O)CC(NC(=O)C(NC(=O)OC(C)C)C(C)C)c1ccc(Cl)cc1,1,train
CNC(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,1,train
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CON=C(c2ccc(Cl)cc2)C2CC2)cc1,1,train
Clc1ccc(-c2cc(-c3ccccc3)c(-c3ccccc3)s2)cc1,1,train
CN=C(NCc1cnc(Cl)s1)N[N+](=O)[O-],0,train
COc1c(Cl)ccc(-c2cc(N)c(Cl)c(C(=O)O)n2)c1F,0,train
CC(C)C(C(=O)OC(C(N)=O)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0,train
Nc1cc(-c2ccc(Cl)c(O)c2F)nc(C(=O)O)c1Cl,0,train
COc1nc(C)nc(N)n1,0,train
CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1,0,train
CCOC(=O)C(Cl)=Cc1cc(N2C(=O)C3=C(CCCC3)C2=O)ccc1Cl,0,train
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1,0,train
CC(NC(=O)c1cc(Cl)cc(Br)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,1,train
CCSC(=O)COc1ccc(Cl)cc1C,1,train
Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,1,test
FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,1,train
CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,1,train
O=C(O)C1(O)c2ccccc2-c2ccc(Cl)cc21,1,valid
Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,1,valid
Nc1ccc(Cl)cc1C(F)(F)F,1,train
O=c1[nH]c2cc(Cl)ccc2o1,1,train
CC(C)(C)Nc1nc(N)nc(Cl)n1,1,train
O=C(O)COC(=O)c1cc(Oc2ccc(C(F)F)cc2Cl)ccc1[N+](=O)[O-],1,train
C#CCOc1cc(-n2nc3n(c2=O)CCCC3)c(Cl)cc1Cl,1,train
